#,origin,destination,flow
36779,11201,30550,1
36780,12757,26133,1
36781,28083,26518,1
36782,24149,37165,1
36783,16755,1563,1
36784,12745,29079,1
36785,10689,20064,1
36786,20978,37225,1
36787,34664,3029,1
36788,28810,39420,1
36789,20312,23585,1
36790,33184,11590,1
36791,7712,10489,1
36792,848,36420,1
36793,18425,10491,1
36794,6801,5362,1
36795,18477,7395,1
36796,16222,4710,1
36797,40677,30450,1
36798,32601,23827,1
36799,14408,27501,1
36800,3137,2403,1
36801,12933,7168,1
36802,20370,562,1
36803,24013,14724,1
36804,31613,30742,1
36805,17277,14199,1
36806,7131,6807,1
36807,35120,5192,1
36808,30855,35537,1
36809,6404,28208,1
36810,12033,29885,1
36811,22413,30820,1
36812,11786,10217,1
36813,9567,19035,1
36814,22076,22319,1
36815,29985,34463,1
36816,23206,7132,1
36817,29811,20548,1
36818,30858,18183,1
36819,37945,36032,1
36820,14546,17025,1
36821,3263,3865,1
36822,19268,18698,1
36823,28606,24151,1
36824,23274,19057,1
36825,18702,820,1
36826,19548,16975,1
36827,13807,35065,1
36828,32675,32161,1
36829,6798,9667,1
36830,23278,8285,1
36831,32656,23084,1
36832,33934,27878,1
36833,15276,36801,1
36834,491,33066,1
36835,22219,36338,1
36836,37018,15028,1
36837,871,9405,1
36838,19129,37495,1
36839,27521,2453,1
36840,12948,25132,1
36841,30209,20905,1
36842,30821,7080,1
36843,17046,33718,1
36844,7517,1098,1
36845,36214,5153,1
36846,7105,633,1
36847,6039,1967,1
36848,19363,28694,1
36849,30771,2769,1
36850,2809,28082,1
36851,24651,19669,1
36852,28826,23379,1
36853,13152,16937,1
36854,31613,31161,1
36855,8011,16792,1
36856,38548,18937,1
36857,39219,30499,1
36858,3148,12766,1
36859,17507,37129,1
36860,40678,8781,1
36861,28593,10559,1
36862,6850,23878,1
36863,13781,17846,1
36864,26146,2925,1
36865,27650,35317,1
36866,31180,19845,1
36867,28075,19467,1
36868,1101,4949,1
36869,27680,29531,1
36870,9655,19832,1
36871,33860,28086,1
36872,37253,6039,1
36873,33821,41752,1
36874,24369,28282,1
36875,13972,11886,1
36876,41283,11799,1
36877,33282,16499,1
36878,12471,23599,1
36879,40660,25278,1
36880,22266,16233,1
36881,7216,35505,1
36882,18146,2620,1
36883,27598,25014,1
36884,7260,26521,1
36885,21375,23436,1
36886,19157,32940,1
36887,19926,2728,1
36888,16999,23339,1
36889,28808,3041,1
36890,39420,19032,1
36891,16620,3321,1
36892,15245,7492,1
36893,26121,34951,1
36894,13891,9249,1
36895,20597,23998,1
36896,26155,19137,1
36897,21853,8677,1
36898,21790,7079,1
36899,14977,25545,1
36900,34486,14033,1
36901,36454,3142,1
36902,19054,5320,1
36903,12324,23211,1
36904,8190,13469,1
36905,19837,26455,1
36906,4251,8548,1
36907,16984,26069,1
36908,22077,36288,1
36909,24136,19942,1
36910,9015,37300,1
36911,7102,13654,1
36912,7140,22086,1
36913,20304,22235,1
36914,7060,11452,1
36915,16234,19107,1
36916,15857,12753,1
36917,15858,12753,1
36918,33307,491,1
36919,41491,36094,1
36920,15941,8677,1
36921,9451,26150,1
36922,20196,23621,1
36923,11660,23006,1
36924,33411,34954,1
36925,23438,8913,1
36926,32650,3150,1
36927,40870,32370,1
36928,20103,34475,1
36929,28286,36989,1
36930,22271,6900,1
36931,23911,28697,1
36932,31391,2224,1
36933,23529,18829,1
36934,7096,22389,1
36935,14311,11336,1
36936,32971,10503,1
36937,23280,35979,1
36938,35823,3148,1
36939,16376,12545,1
36940,32392,10624,1
36941,7967,40676,1
36942,27119,10217,1
36943,14402,5190,1
36944,19597,14263,1
36945,22183,19104,1
36946,40186,18539,1
36947,7133,39223,1
36948,10024,25013,1
36949,6691,14982,1
36950,34183,30238,1
36951,25848,27422,1
36952,28300,10567,1
36953,4550,14366,1
36954,15011,29452,1
36955,2449,24139,1
36956,32237,14168,1
36957,7466,3164,1
36958,20100,21267,1
36959,22336,3173,1
36960,28730,17271,1
36961,3498,39783,1
36962,22225,40686,1
36963,33115,19118,1
36964,8308,6492,1
36965,3685,37850,1
36966,20525,19116,1
36967,22414,13961,1
36968,18927,23592,1
36969,27778,25701,1
36970,21575,5626,1
36971,40302,18292,1
36972,33960,6724,1
36973,27886,4011,1
36974,30148,11477,1
36975,28293,24352,1
36976,13623,35827,1
36977,8246,5597,1
36978,40690,30521,1
36979,33261,32045,1
36980,23105,17933,1
36981,13359,4739,1
36982,37196,4741,1
36983,37402,11999,1
36984,41224,18989,1
36985,36385,33983,1
36986,6517,33983,1
36987,17287,11491,1
36988,10502,16167,1
36989,21167,10771,1
36990,3011,25746,1
36991,32010,8190,1
36992,14062,37589,1
36993,22248,35551,1
36994,12104,31010,1
36995,11326,30539,1
36996,6788,17784,1
36997,2413,40103,1
36998,30519,23377,1
36999,6834,28810,1
37000,12683,15077,1
37001,3243,16920,1
37002,28599,10729,1
37003,28300,821,1
37004,16220,32509,1
37005,34807,33737,1
37006,10729,39217,1
37007,16993,1844,1
37008,6826,1943,1
37009,16633,11925,1
37010,28891,14732,1
37011,27720,5167,1
37012,7501,23438,1
37013,4900,22386,1
37014,26122,30281,1
37015,3990,17529,1
37016,13435,30562,1
37017,22339,34682,1
37018,7144,7469,1
37019,9245,2441,1
37020,7078,41213,1
37021,859,22864,1
37022,1365,37873,1
37023,34496,9142,1
37024,32387,1673,1
37025,14469,38524,1
37026,9167,36479,1
37027,20101,30424,1
37028,30829,37683,1
37029,2452,4855,1
37030,32649,11766,1
37031,8920,30082,1
37032,8905,12468,1
37033,8006,11437,1
37034,25394,29645,1
37035,28816,14725,1
37036,20525,25035,1
37037,15452,28371,1
37038,29499,9667,1
37039,41415,33868,1
37040,17214,3173,1
37041,10565,22216,1
37042,13565,15029,1
37043,17193,6822,1
37044,31211,10617,1
37045,1162,34013,1
37046,13115,5147,1
37047,12934,15158,1
37048,14170,13594,1
37049,8778,9093,1
37050,23146,7085,1
37051,4572,11877,1
37052,21160,35823,1
37053,6321,19682,1
37054,4085,13071,1
37055,2433,19309,1
37056,3600,22829,1
37057,36851,11477,1
37058,33835,29371,1
37059,27679,3903,1
37060,16518,26585,1
37061,15254,17270,1
37062,9242,17270,1
37063,15468,36175,1
37064,13141,11971,1
37065,8184,4352,1
37066,8147,306,1
37067,9167,1086,1
37068,10391,23621,1
37069,21561,16490,1
37070,13095,14910,1
37071,7008,16397,1
37072,33965,32969,1
37073,34225,17965,1
37074,483,27197,1
37075,18051,1077,1
37076,12989,12724,1
37077,33825,24232,1
37078,20673,27129,1
37079,15246,25151,1
37080,14371,41604,1
37081,4952,20904,1
37082,28598,32729,1
37083,37229,8781,1
37084,3041,12747,1
37085,8669,4692,1
37086,22386,39793,1
37087,34952,22050,1
37088,1162,9306,1
37089,7389,19031,1
37090,4944,9003,1
37091,2981,24113,1
37092,26112,19107,1
37093,3263,18276,1
37094,19036,8192,1
37095,26476,37583,1
37096,40690,27446,1
37097,20403,29872,1
37098,26549,11925,1
37099,7699,14827,1
37100,41827,39113,1
37101,33928,21267,1
37102,5341,16729,1
37103,10560,38487,1
37104,17002,35870,1
37105,40143,11788,1
37106,41330,24389,1
37107,27442,13620,1
37108,5770,16746,1
37109,21616,915,1
37110,14138,40890,1
37111,28995,8677,1
37112,27489,20621,1
37113,6497,8992,1
37114,34964,28679,1
37115,35280,31211,1
37116,24275,11793,1
37117,18560,16222,1
37118,21529,6665,1
37119,20304,13778,1
37120,6614,26566,1
37121,28827,16274,1
37122,31391,17041,1
37123,9620,10354,1
37124,28879,6809,1
37125,18923,4341,1
37126,16400,26018,1
37127,26848,36496,1
37128,26848,8730,1
37129,7461,21335,1
37130,6607,28814,1
37131,6139,12642,1
37132,14915,28188,1
37133,13034,14877,1
37134,23288,29488,1
37135,41925,17189,1
37136,34701,37029,1
37137,21728,8772,1
37138,13443,22414,1
37139,19548,36897,1
37140,14716,23233,1
37141,12933,17047,1
37142,28082,7109,1
37143,27824,64,1
37144,32474,16868,1
37145,32495,19057,1
37146,25749,20275,1
37147,18598,24839,1
37148,18997,16135,1
37149,19078,29342,1
37150,35154,8292,1
37151,6266,11802,1
37152,3558,35830,1
37153,20312,28580,1
37154,33427,25309,1
37155,36912,19901,1
37156,25401,25457,1
37157,8149,37240,1
37158,7140,26962,1
37159,9215,40939,1
37160,28801,31915,1
37161,20903,20760,1
37162,10027,15471,1
37163,6927,21460,1
37164,33065,12277,1
37165,35330,6451,1
37166,22845,16779,1
37167,31234,12277,1
37168,27437,35976,1
37169,28797,2475,1
37170,14366,19828,1
37171,14000,24352,1
37172,13639,40300,1
37173,40688,30742,1
37174,31445,25843,1
37175,13429,17628,1
37176,20288,26120,1
37177,279,7080,1
37178,8996,7080,1
37179,6163,33294,1
37180,6261,3089,1
37181,18861,33864,1
37182,16401,41531,1
37183,10028,37687,1
37184,23398,5608,1
37185,26198,16374,1
37186,15252,16603,1
37187,10499,1133,1
37188,23365,19353,1
37189,20256,19371,1
37190,3047,21348,1
37191,19115,15955,1
37192,40302,13346,1
37193,40947,8644,1
37194,24653,32148,1
37195,10003,32122,1
37196,12114,21813,1
37197,5168,517,1
37198,41981,3263,1
37199,16962,7083,1
37200,30099,28811,1
37201,28694,28812,1
37202,32823,7446,1
37203,10526,14256,1
37204,2636,16276,1
37205,23699,29476,1
37206,8312,18715,1
37207,13403,37879,1
37208,23287,17193,1
37209,29344,31385,1
37210,11808,10627,1
37211,26528,36420,1
37212,3726,27357,1
37213,493,7526,1
37214,2858,18530,1
37215,32242,26901,1
37216,7034,32825,1
37217,39479,3263,1
37218,7670,30514,1
37219,20394,2877,1
37220,35401,21976,1
37221,21711,14571,1
37222,2819,26536,1
37223,5362,11877,1
37224,27368,7021,1
37225,7486,7389,1
37226,36225,874,1
37227,16822,14810,1
37228,14982,11925,1
37229,10470,1793,1
37230,27168,23879,1
37231,37583,28750,1
37232,11485,30504,1
37233,31437,26121,1
37234,27843,33575,1
37235,8220,5348,1
37236,17051,40690,1
37237,2816,34133,1
37238,34950,32265,1
37239,10498,26585,1
37240,4710,2447,1
37241,8042,15252,1
37242,1677,15252,1
37243,14404,18875,1
37244,19119,27058,1
37245,7505,27058,1
37246,6321,28083,1
37247,31081,16333,1
37248,40688,18718,1
37249,39219,7123,1
37250,36254,22414,1
37251,279,14910,1
37252,5116,19037,1
37253,6164,11790,1
37254,21160,13115,1
37255,34373,3403,1
37256,23278,16402,1
37257,40890,16418,1
37258,32601,37350,1
37259,6494,37111,1
37260,24148,10241,1
37261,30904,17774,1
37262,27848,7079,1
37263,11379,27388,1
37264,12219,25868,1
37265,28082,16319,1
37266,15001,31265,1
37267,10498,31571,1
37268,34958,17118,1
37269,11975,27279,1
37270,24839,28763,1
37271,8192,19669,1
37272,36338,30305,1
37273,32863,32148,1
37274,28697,31126,1
37275,31326,6654,1
37276,23715,3558,1
37277,28656,20697,1
37278,30863,30556,1
37279,10556,13378,1
37280,19786,14690,1
37281,17269,23415,1
37282,32013,7079,1
37283,35791,28567,1
37284,2512,19138,1
37285,23105,37458,1
37286,11645,14378,1
37287,41330,13342,1
37288,17856,41283,1
37289,12082,23819,1
37290,11464,14409,1
37291,28821,11326,1
37292,19826,19127,1
37293,9255,3032,1
37294,16722,41837,1
37295,25470,13609,1
37296,36912,31952,1
37297,19832,37869,1
37298,22829,34548,1
37299,9242,28355,1
37300,23112,3503,1
37301,33411,5337,1
37302,32781,29641,1
37303,27529,5151,1
37304,27580,5151,1
37305,21669,3307,1
37306,12636,6511,1
37307,5884,28812,1
37308,10488,15929,1
37309,20220,26828,1
37310,9525,6018,1
37311,17194,16969,1
37312,17294,19624,1
37313,37047,19040,1
37314,717,13175,1
37315,35120,14153,1
37316,17293,12185,1
37317,6459,27485,1
37318,3598,27493,1
37319,12474,16667,1
37320,9009,25394,1
37321,35717,11794,1
37322,10498,1801,1
37323,3735,12573,1
37324,4578,17310,1
37325,33098,11660,1
37326,17733,11660,1
37327,1259,11165,1
37328,4095,12507,1
37329,8776,36479,1
37330,10507,37458,1
37331,29691,14725,1
37332,15479,7953,1
37333,8834,10555,1
37334,30273,32521,1
37335,20544,34682,1
37336,7443,34308,1
37337,3532,31148,1
37338,1137,28826,1
37339,16518,10971,1
37340,22383,23438,1
37341,29340,33412,1
37342,11926,6023,1
37343,25700,30418,1
37344,19051,35486,1
37345,24243,28907,1
37346,35775,32615,1
37347,20304,37867,1
37348,24992,6023,1
37349,21676,9445,1
37350,33962,27375,1
37351,19132,28995,1
37352,9015,22896,1
37353,17441,37279,1
37354,14147,36990,1
37355,27516,28003,1
37356,1150,28683,1
37357,21095,20375,1
37358,17912,7321,1
37359,17688,36214,1
37360,19006,35065,1
37361,14167,8148,1
37362,6032,40324,1
37363,32929,36381,1
37364,31252,11862,1
37365,28720,3120,1
37366,28666,12471,1
37367,3085,1321,1
37368,3750,18810,1
37369,16386,29461,1
37370,32244,34755,1
37371,22737,41407,1
37372,21013,29453,1
37373,11864,8734,1
37374,6576,11807,1
37375,16278,11807,1
37376,33962,10002,1
37377,17384,35856,1
37378,2448,4352,1
37379,23149,5151,1
37380,27873,23599,1
37381,1029,5186,1
37382,5136,3743,1
37383,22940,35799,1
37384,20635,13163,1
37385,1367,40302,1
37386,1614,3156,1
37387,1140,10495,1
37388,20417,10495,1
37389,15861,9001,1
37390,33116,40186,1
37391,39224,31035,1
37392,28526,31181,1
37393,28896,8061,1
37394,11175,27233,1
37395,30683,31908,1
37396,18009,11924,1
37397,24245,22066,1
37398,4550,15001,1
37399,17319,13648,1
37400,25252,14433,1
37401,24849,16996,1
37402,13429,16907,1
37403,4268,5164,1
37404,18847,5133,1
37405,9000,14566,1
37406,11588,2396,1
37407,9419,1150,1
37408,12140,11256,1
37409,36047,12765,1
37410,8201,20387,1
37411,11626,32051,1
37412,20438,34954,1
37413,17747,27294,1
37414,15756,33741,1
37415,19624,9245,1
37416,26763,1135,1
37417,23928,36680,1
37418,19122,9001,1
37419,8094,2002,1
37420,22490,27090,1
37421,3068,6650,1
37422,19834,29889,1
37423,32645,4054,1
37424,19262,7110,1
37425,34944,30518,1
37426,11535,30504,1
37427,6822,22198,1
37428,6822,28828,1
37429,35535,10367,1
37430,22932,1674,1
37431,35802,2024,1
37432,11313,17210,1
37433,37430,8466,1
37434,36260,38849,1
37435,9421,16321,1
37436,14066,8042,1
37437,5863,6321,1
37438,38185,24309,1
37439,8367,21054,1
37440,6993,25200,1
37441,24352,34510,1
37442,11173,6494,1
37443,16376,16962,1
37444,35310,16258,1
37445,6024,19235,1
37446,29667,20292,1
37447,37420,7360,1
37448,25841,29128,1
37449,30355,14620,1
37450,4623,28286,1
37451,12118,11713,1
37452,28838,21335,1
37453,7711,17271,1
37454,8654,15470,1
37455,5992,1860,1
37456,13652,14714,1
37457,13375,37945,1
37458,32656,31211,1
37459,41887,19399,1
37460,23214,34955,1
37461,26414,10776,1
37462,31214,14088,1
37463,4011,14441,1
37464,10487,31564,1
37465,28521,16219,1
37466,26001,25559,1
37467,12465,26121,1
37468,19835,25411,1
37469,14122,20428,1
37470,24620,23214,1
37471,23529,36676,1
37472,13668,17551,1
37473,12124,30479,1
37474,20098,34741,1
37475,9403,10627,1
37476,13658,40302,1
37477,6507,37221,1
37478,18418,36989,1
37479,11569,11924,1
37480,26085,40186,1
37481,19019,33993,1
37482,32168,1365,1
37483,27409,3754,1
37484,28715,35481,1
37485,38183,31337,1
37486,33871,27793,1
37487,10285,15455,1
37488,5762,19118,1
37489,14754,37831,1
37490,12164,27886,1
37491,41778,16716,1
37492,13117,8674,1
37493,39901,2854,1
37494,26097,19236,1
37495,28305,33464,1
37496,17165,18232,1
37497,9423,16376,1
37498,18083,1995,1
37499,28099,16232,1
37500,17315,28224,1
37501,10620,36846,1
37502,24236,2569,1
37503,9753,27518,1
37504,3263,13652,1
37505,14770,40302,1
37506,14768,2636,1
37507,24839,27690,1
37508,16253,1574,1
37509,9328,23696,1
37510,35621,10488,1
37511,4789,8659,1
37512,6024,37987,1
37513,31211,5777,1
37514,27022,13449,1
37515,9611,11076,1
37516,38967,18601,1
37517,12675,19837,1
37518,19036,22948,1
37519,13202,1187,1
37520,22407,9075,1
37521,5364,2620,1
37522,17004,32203,1
37523,33941,16736,1
37524,26842,4572,1
37525,14827,22334,1
37526,37184,19139,1
37527,16432,10568,1
37528,25403,14720,1
37529,12212,7490,1
37530,8052,27882,1
37531,13613,13715,1
37532,5286,35794,1
37533,14722,10567,1
37534,20305,10489,1
37535,30868,7502,1
37536,30863,17046,1
37537,19854,33279,1
37538,16218,1809,1
37539,13159,30391,1
37540,13779,11491,1
37541,39730,11491,1
37542,27679,20097,1
37543,9404,19603,1
37544,5733,12208,1
37545,25841,16490,1
37546,26211,10003,1
37547,7462,14048,1
37548,10727,7360,1
37549,18502,30498,1
37550,37475,3509,1
37551,11975,37212,1
37552,28995,20903,1
37553,6823,13201,1
37554,26300,15931,1
37555,28304,10723,1
37556,6494,35407,1
37557,12194,8452,1
37558,5618,3590,1
37559,2573,9256,1
37560,8983,35627,1
37561,35229,11897,1
37562,3942,18049,1
37563,27542,30987,1
37564,6492,17858,1
37565,2184,26826,1
37566,8404,12757,1
37567,22112,1612,1
37568,17214,23675,1
37569,22922,10002,1
37570,27391,3029,1
37571,7244,17538,1
37572,32994,40433,1
37573,12466,38854,1
37574,12466,31578,1
37575,35229,19030,1
37576,20199,6023,1
37577,20199,12106,1
37578,2620,16161,1
37579,22076,785,1
37580,12305,21268,1
37581,14366,28541,1
37582,33294,12779,1
37583,5986,7736,1
37584,14686,40686,1
37585,38459,7080,1
37586,11796,11452,1
37587,13416,25482,1
37588,17624,30063,1
37589,17627,11809,1
37590,37686,23535,1
37591,12086,28580,1
37592,21457,23215,1
37593,11188,3148,1
37594,17315,13981,1
37595,11798,35610,1
37596,29395,6363,1
37597,6728,7436,1
37598,19127,8538,1
37599,8391,14363,1
37600,40317,11932,1
37601,32946,11708,1
37602,19411,9534,1
37603,6513,24222,1
37604,23244,8094,1
37605,22076,5137,1
37606,16402,4597,1
37607,1126,16872,1
37608,32370,4084,1
37609,41430,24710,1
37610,35551,23713,1
37611,34396,41889,1
37612,9524,28969,1
37613,24760,25014,1
37614,38177,3046,1
37615,22257,19037,1
37616,9306,22115,1
37617,8569,21106,1
37618,8683,37890,1
37619,16335,2830,1
37620,29012,10327,1
37621,20272,4373,1
37622,17164,21707,1
37623,15702,21263,1
37624,15230,18560,1
37625,35871,23140,1
37626,22187,26553,1
37627,14104,32838,1
37628,28828,2982,1
37629,30541,3120,1
37630,22085,37998,1
37631,24432,17889,1
37632,24996,22413,1
37633,40315,20466,1
37634,23626,7551,1
37635,28300,3748,1
37636,4040,22179,1
37637,11809,1198,1
37638,34489,34443,1
37639,978,35928,1
37640,27720,2411,1
37641,38588,22866,1
37642,20104,8507,1
37643,23841,31416,1
37644,31386,24394,1
37645,13263,24614,1
37646,35080,10482,1
37647,38564,26827,1
37648,38508,4944,1
37649,5261,16490,1
37650,24136,35802,1
37651,38848,16131,1
37652,24620,19057,1
37653,10029,1883,1
37654,21793,22413,1
37655,18031,27444,1
37656,20407,27444,1
37657,40939,11721,1
37658,11535,22414,1
37659,20308,635,1
37660,20305,853,1
37661,6282,8640,1
37662,23207,11335,1
37663,35080,31328,1
37664,17324,946,1
37665,35724,17189,1
37666,13918,27852,1
37667,9243,25173,1
37668,19309,12991,1
37669,22922,32765,1
37670,19622,19353,1
37671,33105,41332,1
37672,6156,41689,1
37673,25349,13230,1
37674,23324,33870,1
37675,6019,6943,1
37676,37364,9752,1
37677,7378,5774,1
37678,4074,6800,1
37679,11795,15245,1
37680,20393,12057,1
37681,26842,28583,1
37682,7796,41782,1
37683,26539,13514,1
37684,24940,9348,1
37685,28797,3571,1
37686,20106,18192,1
37687,10498,23379,1
37688,10737,33862,1
37689,16790,9800,1
37690,9167,11877,1
37691,28813,9075,1
37692,4512,3320,1
37693,20819,11925,1
37694,25457,1112,1
37695,8466,40324,1
37696,19872,26975,1
37697,12578,4251,1
37698,10504,19334,1
37699,20254,10563,1
37700,27690,35979,1
37701,36415,33584,1
37702,16716,12548,1
37703,4236,5681,1
37704,37391,8784,1
37705,34144,11794,1
37706,25084,921,1
37707,23734,36228,1
37708,5223,8489,1
37709,3522,11163,1
37710,3908,21999,1
37711,28683,13393,1
37712,7120,11336,1
37713,16321,12476,1
37714,33279,5883,1
37715,8772,12463,1
37716,19241,27900,1
37717,30789,21107,1
37718,6209,17313,1
37719,38631,18835,1
37720,22829,3600,1
37721,26008,10506,1
37722,33261,16710,1
37723,18530,34499,1
37724,3173,7078,1
37725,7111,6517,1
37726,39996,14224,1
37727,13685,37358,1
37728,11205,20904,1
37729,20312,17312,1
37730,30145,32929,1
37731,11491,1378,1
37732,19624,36333,1
37733,30479,19873,1
37734,25402,27878,1
37735,13778,9606,1
37736,40098,7696,1
37737,38949,26573,1
37738,11862,24905,1
37739,12400,3259,1
37740,929,26113,1
37741,23438,36244,1
37742,23223,2065,1
37743,25414,17575,1
37744,22742,19399,1
37745,20525,30252,1
37746,17051,16737,1
37747,31733,11927,1
37748,8781,18089,1
37749,34624,19157,1
37750,17149,17817,1
37751,38703,6068,1
37752,16743,19036,1
37753,25545,27432,1
37754,28297,4512,1
37755,36052,15254,1
37756,32388,9569,1
37757,2430,32265,1
37758,40701,17125,1
37759,19843,11440,1
37760,6608,33614,1
37761,26279,8044,1
37762,14683,16105,1
37763,26521,22855,1
37764,5166,14395,1
37765,22076,32641,1
37766,18715,30978,1
37767,16508,8726,1
37768,36861,41228,1
37769,6834,16690,1
37770,11492,37964,1
37771,23624,3009,1
37772,11106,23240,1
37773,19658,13497,1
37774,37689,26786,1
37775,41430,23331,1
37776,23234,26149,1
37777,29052,30823,1
37778,41748,30823,1
37779,19827,29687,1
37780,11008,30634,1
37781,36914,19128,1
37782,37531,23437,1
37783,19132,3473,1
37784,4231,11794,1
37785,4229,41281,1
37786,18061,3725,1
37787,16744,2110,1
37788,16611,13841,1
37789,28801,4550,1
37790,20391,10498,1
37791,20394,30383,1
37792,14843,28236,1
37793,28258,9407,1
37794,13445,10644,1
37795,36228,21401,1
37796,27986,653,1
37797,34054,16403,1
37798,6077,18956,1
37799,20375,29365,1
37800,21447,8427,1
37801,6507,26112,1
37802,15859,5257,1
37803,9670,7782,1
37804,33957,11788,1
37805,27379,10495,1
37806,23621,10028,1
37807,30784,14919,1
37808,28002,33742,1
37809,16259,1499,1
37810,7076,32561,1
37811,10489,14277,1
37812,38967,13950,1
37813,40701,25237,1
37814,19685,9611,1
37815,22267,23251,1
37816,11844,32459,1
37817,12328,34034,1
37818,19685,41281,1
37819,19685,28082,1
37820,13041,11469,1
37821,16390,13629,1
37822,16392,32825,1
37823,15292,16750,1
37824,5370,30795,1
37825,38492,8659,1
37826,12766,7076,1
37827,6147,40686,1
37828,11063,3140,1
37829,26285,13021,1
37830,21988,12773,1
37831,7474,32644,1
37832,30116,10489,1
37833,28907,11171,1
37834,30482,18484,1
37835,26963,20673,1
37836,2244,14714,1
37837,5261,30375,1
37838,1981,29880,1
37839,30136,11490,1
37840,30082,14399,1
37841,17895,40677,1
37842,6269,36891,1
37843,28283,5159,1
37844,11746,15848,1
37845,22305,13083,1
37846,5205,16511,1
37847,40676,16513,1
37848,25545,21431,1
37849,29641,2636,1
37850,6412,6517,1
37851,6420,36385,1
37852,22116,13914,1
37853,29449,11645,1
37854,29379,4251,1
37855,8683,20872,1
37856,3673,13525,1
37857,933,26420,1
37858,10499,3039,1
37859,9995,7525,1
37860,23113,5562,1
37861,15369,16219,1
37862,30329,31992,1
37863,24773,38114,1
37864,8286,3259,1
37865,10547,10472,1
37866,16992,25414,1
37867,35622,2406,1
37868,4595,19665,1
37869,35624,9666,1
37870,26150,25577,1
37871,2809,28282,1
37872,4837,5140,1
37873,13318,30829,1
37874,26671,25187,1
37875,13171,827,1
37876,11884,23113,1
37877,18829,23113,1
37878,20065,10643,1
37879,26115,12912,1
37880,5277,13444,1
37881,16202,17179,1
37882,3170,19287,1
37883,6374,31345,1
37884,20303,10472,1
37885,7458,27445,1
37886,30498,36843,1
37887,4512,35332,1
37888,16700,20673,1
37889,617,11503,1
37890,35195,17757,1
37891,8961,16218,1
37892,13021,8028,1
37893,31194,16145,1
37894,33271,37405,1
37895,9582,13470,1
37896,24140,26455,1
37897,3053,10004,1
37898,13647,23231,1
37899,27972,26987,1
37900,30544,4828,1
37901,32089,18840,1
37902,37869,31915,1
37903,3598,11460,1
37904,35778,35245,1
37905,22076,34947,1
37906,22076,34948,1
37907,28030,30034,1
37908,860,13038,1
37909,71,2711,1
37910,7508,38849,1
37911,7523,13078,1
37912,35823,4637,1
37913,4455,30770,1
37914,7078,17190,1
37915,28606,19428,1
37916,1676,41415,1
37917,12693,11924,1
37918,10354,41825,1
37919,27104,18990,1
37920,5258,18847,1
37921,37362,21977,1
37922,256,34797,1
37923,32038,15872,1
37924,14173,16629,1
37925,11027,4626,1
37926,26515,8793,1
37927,21674,13999,1
37928,7144,8838,1
37929,31578,39938,1
37930,12638,10381,1
37931,18815,11063,1
37932,27552,9006,1
37933,16321,25717,1
37934,7077,10004,1
37935,16394,10740,1
37936,22080,30719,1
37937,17175,9786,1
37938,16725,31333,1
37939,13204,24394,1
37940,11921,17179,1
37941,36804,19127,1
37942,25321,10478,1
37943,36417,12768,1
37944,35049,40701,1
37945,7338,13506,1
37946,8778,2290,1
37947,978,515,1
37948,9599,8177,1
37949,16096,28269,1
37950,5997,3173,1
37951,16934,3685,1
37952,30544,32412,1
37953,19466,20035,1
37954,4512,12670,1
37955,4231,7885,1
37956,16378,6804,1
37957,27177,32824,1
37958,2732,23006,1
37959,30099,36860,1
37960,36333,8788,1
37961,5331,16603,1
37962,17624,3465,1
37963,38759,25102,1
37964,29976,36333,1
37965,16950,22327,1
37966,33997,33064,1
37967,15245,16324,1
37968,13887,16282,1
37969,17669,23624,1
37970,41827,10327,1
37971,3263,12128,1
37972,23105,22093,1
37973,4510,3147,1
37974,6447,17009,1
37975,31244,10472,1
37976,3774,21715,1
37977,35791,41599,1
37978,30249,11129,1
37979,11807,28607,1
37980,21710,20466,1
37981,34373,17274,1
37982,30869,28810,1
37983,38584,910,1
37984,6820,37577,1
37985,38178,17575,1
37986,22334,17273,1
37987,32963,4251,1
37988,33360,12132,1
37989,8149,8784,1
37990,35486,24687,1
37991,35340,30539,1
37992,35340,8825,1
37993,31289,23278,1
37994,6399,4325,1
37995,4747,27711,1
37996,32929,3538,1
37997,7847,27294,1
37998,24020,3087,1
37999,36431,31221,1
38000,12075,7083,1
38001,12075,28808,1
38002,19550,25545,1
38003,35339,14772,1
38004,16321,15738,1
38005,27413,12577,1
38006,12525,26150,1
38007,20257,11059,1
38008,10499,1226,1
38009,17193,19362,1
38010,8696,17933,1
38011,23968,39085,1
38012,22225,35425,1
38013,7526,7360,1
38014,41057,37475,1
38015,28081,6461,1
38016,19051,873,1
38017,34892,26281,1
38018,20613,22402,1
38019,38967,19244,1
38020,12165,14143,1
38021,6045,14910,1
38022,11926,16284,1
38023,23270,33023,1
38024,6676,13402,1
38025,20112,25070,1
38026,40316,21267,1
38027,6417,35323,1
38028,11130,33612,1
38029,14402,35337,1
38030,11785,23406,1
38031,11631,34796,1
38032,20391,19418,1
38033,16167,19950,1
38034,19999,17015,1
38035,38486,31307,1
38036,8466,16501,1
38037,3606,36122,1
38038,8133,34559,1
38039,8184,13047,1
38040,39291,21864,1
38041,1771,4269,1
38042,23935,38010,1
38043,16983,11020,1
38044,31128,22920,1
38045,36118,37619,1
38046,34952,4796,1
38047,22322,41834,1
38048,35827,3721,1
38049,18940,16422,1
38050,11799,36381,1
38051,27838,4949,1
38052,20504,20297,1
38053,28598,38584,1
